id;ILE_BANKOW;ILE_BANKOW_12;ILE_MIES_OD_NAJSTAR_OTW;ILE_MIES_OD_NAJSTAR_OTW_NRAT;ILE_MIES_OD_NAJSTAR_OTW_RAT;ILE_PRODUKTOW;ILE_RACH_OTW;ILE_RACH_OTW_12;ILE_RACH_OTW_NRAT;ILE_RACH_OTW_NRAT_12;ILE_RACH_OTW_RAT;ILE_RACH_OTW_RAT_12;ILE_RACH_OTW_BEZ_HIPO;ILE_RACH_OTW_KARTY;ILE_RACH_OTW_ODNAWIALNE;ILE_RACH_ZAMK;ILE_ZAPYTAN_12;ILE_ZAPYTAN_3;ILE_ZAPYTAN_6;ILE_ZAPYTAN_9;L_RACHUNKOW;MAX_NAL_WYMAGAL;MAX_RATA;MAX_WNIOSKODAWCY;MIN_L_RAT_DO_SPLATY;SUMA_DO_SPLATY;SUMA_DO_SPLATY_BEZ_HIPO;SUMA_DO_SPLATY_KARTY;SUMA_DO_SPLATY_NRAT;SUMA_DO_SPLATY_ODNAWIALNE;SUMA_DO_SPLATY_RAT;SUMA_LIMIT;SUMA_LIMIT_KARTY;SUMA_LIMIT_ODNAWIALNE;SUMA_NAL_WYMAGAL;SUMA_NAL_WYMAGAL_BEZ_HIPO;SUMA_NAL_WYMAGAL_KARTY;SUMA_NAL_WYMAGAL_NRAT;SUMA_RATA;STATUS
6109;2;;111,61;111,61;46,74;3;3;0;2;0;1;0;3;1;1;0;;;;;3;0;551;1;16;23504;23504;6959;14701;7742;8803;22000;7000;15000;0;0;0;0;551;0
6110;2;;120,1;120,1;38,58;3;3;0;2;0;1;0;3;1;1;0;;;;;3;0;400;2;10;5081;5081;1206;1206;0;3875;4700;2700;2000;0;0;0;0;400;0
6111;1;;18,48;18,48;;1;1;0;1;0;0;0;1;1;0;2;;;;;3;0;-1;1;;347;347;347;347;;;600;600;;0;0;0;0;0;0
6112;1;;180;180;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;4800;;4800;0;0;;0;0;0
6113;1;;4,06;;4,06;1;1;2;0;0;1;2;1;0;0;1;;;;;2;0;92;1;26;2417;2417;;;;2417;;;;0;0;;;92;0
6114;2;2;19,65;19,65;4,81;2;2;2;1;0;1;2;2;0;1;4;2;0;2;2;6;0;996;2;17;32217;32217;;14864;14864;17353;15000;;15000;0;0;;0;996;0
6115;2;2;83,84;83,84;32,55;4;5;2;2;0;3;2;5;1;1;3;2;1;1;2;8;0;238;1;42;21511;21511;989;989;;20522;1001;1000;1;0;0;0;0;680;0
6116;2;2;45,29;;45,29;2;4;3;0;0;4;3;4;0;0;0;3;0;0;0;5;0;930;1;2;12579;12579;;;;12579;;;;0;0;;;2242;0
6117;1;;21,23;;21,23;1;1;0;0;0;1;0;1;0;0;0;;;;;1;1;64;1;12;753;753;;;;753;;;;1;1;;;64;0
6118;1;1;69,32;69,32;;1;1;0;1;0;0;0;1;1;0;0;1;1;1;1;1;0;-1;1;;0;0;0;0;;;500;500;;0;0;0;0;0;0
6119;2;3;10,45;;10,45;2;2;2;0;0;2;2;2;0;0;1;3;1;1;2;3;0;423;2;;55448;55448;;;;55448;;;;0;0;;;423;0
6120;2;;65,52;;65,52;2;2;0;0;0;2;0;2;0;0;1;;;;;3;0;714;2;35;35262,6158;35262,6158;;;;35262,6158;;;;0;0;;;1102,425;0
6121;1;;83,58;;83,58;1;1;0;0;0;1;0;0;0;0;0;;;;;1;-1;828;2;;;;;;;;;;;;;;;828;0
6122;1;;12,71;12,71;;1;1;0;1;0;0;0;1;1;0;2;;;;;3;0;-1;1;;3975;3975;3975;3975;;;8800;8800;;0;0;0;0;0;0
6123;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
6124;1;;34,35;34,35;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;0;-1;2;;232;232;;232;232;;2000;;2000;0;0;;0;0;0
6125;3;;43;;43;1;3;1;0;0;3;1;3;0;0;5;;;;;8;31;459;1;3;10534;10534;;;;10534;;;;31;31;;;1028;0
6126;1;1;8,94;8,94;;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;2;0;-1;1;;61;61;61;61;;;3000;3000;;0;0;0;0;0;0
6127;1;1;36,84;36,84;28,97;2;2;1;1;0;1;1;2;1;0;2;1;0;0;1;4;0;661;1;26;17457;17457;;;;17457;2000;2000;;0;0;;;661;0
6128;1;1;4,61;;4,61;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;223;1;18;4110;4110;;;;4110;;;;0;0;;;223;0
6129;2;2;100,84;100,84;1,84;3;3;3;2;1;1;2;3;1;1;2;6;2;4;6;5;0;0;1;;1960;1960;0;0;0;1960;1300;1000;300;0;0;0;0;0;0
6130;2;1;112,77;112,77;48,77;3;4;2;3;1;1;1;3;2;1;1;1;0;1;1;5;0;623,2883;3;646;41478,0051;1268;1151;1268;117;40210,0051;17500;13000;4500;0;0;0;0;623,2883;0
6131;1;;35,77;35,77;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;0;-1;1;;0;0;0;0;0;;4100;800;3300;0;0;0;0;0;0
6132;3;2;115,1;115,1;;2;3;1;3;1;0;0;3;2;1;0;2;1;2;2;3;0;-1;2;;16139;16139;7478;16139;8661;;20900;8900;12000;0;0;0;0;0;0
6133;2;2;94,97;94,97;8,32;2;2;1;1;0;1;1;2;0;1;2;3;2;2;3;4;0;290;2;15;5414;5414;;1180;1180;4234;3000;;3000;0;0;;0;290;0
6134;4;;66,87;66,87;27,42;3;7;0;4;0;3;0;6;4;0;0;;;;;7;1542;1680,0309;2;30;565823,323;86271;18521;18521;;547302,323;21400;21400;;3915;3915;1830;1830;3759,0309;0
6135;1;;152,45;152,45;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;0;-1;2;;3523;3523;;3523;3523;;9700;;9700;0;0;;0;0;0
6136;1;1;4;;4;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;427;1;39;16522;16522;;;;16522;;;;0;0;;;427;0
6137;1;1;7;7;;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;2;0;-1;1;;2063;2063;2063;2063;;;5500;5500;;0;0;0;0;0;0
6138;1;1;124,42;124,42;;1;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;-1;2;;831;831;;831;831;;9000;;9000;0;0;;0;0;0
6139;2;;127,84;127,84;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;0;-1;2;;4875;4875;4875;4875;0;;13000;9000;4000;0;0;0;0;0;0
6140;1;;51,19;51,19;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;1;;;;;;;;300;;300;;;;;0;0
6141;1;;38,71;38,71;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;-1;-1;1;;;;;;;;7000;2000;5000;;;;;0;0
6142;1;1;2,77;;2,77;1;1;1;0;0;1;1;1;0;0;2;1;1;1;1;3;1;134;1;4;518;518;;;;518;;;;1;1;;;134;0
6143;2;1;156,61;156,61;6,16;2;2;1;1;0;1;1;2;0;1;0;1;0;0;1;2;0;169;2;6;2829;2829;;1859;1859;970;8000;;8000;0;0;;0;169;0
6144;1;;12,68;;12,68;1;1;0;0;0;1;0;0;0;0;1;;;;;2;0;443,5536;2;4820;136305,6054;;;;;136305,6054;;;;0;;;;443,5536;0
6145;1;1;6,1;;6,1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;1;0;507;1;55;27914;27914;;;;27914;;;;0;0;;;507;0
6146;2;;179,06;179,06;27,19;2;2;0;1;0;1;0;2;0;1;5;;;;;7;0;686;2;31;32220;32220;;11060;11060;21160;12500;;12500;0;0;;0;686;0
6147;2;1;91,39;;91,39;2;2;1;0;0;2;1;2;0;0;2;1;0;0;1;4;11;370;1;5;1876;1876;;;;1876;;;;11;11;;;370;0
6148;2;1;139,45;32,45;139,45;2;3;0;1;0;2;0;3;1;0;1;1;0;0;0;4;0;1308;1;22;29580;29580;446;446;;29134;1000;1000;;0;0;0;0;1308;0
6149;3;1;58,77;58,77;23,39;4;4;1;2;0;2;1;4;1;1;1;1;0;0;1;5;0;770;2;40;72682;72682;6872;6872;0;65810;9400;7400;2000;0;0;0;0;991;0
6150;0;;;;;0;0;0;0;0;0;0;0;0;0;2;;;;;2;-1;-1;-1;;;;;;;;;;;;;;;0;0
6151;3;5;37,71;37,71;25,32;3;4;4;1;0;3;4;4;0;1;7;8;1;3;6;11;0;521;2;31;33718;33718;;143;143;33575;1400;;1400;0;0;;0;762;0
6152;1;1;24,52;24,52;4,1;2;2;1;1;0;1;1;2;1;0;1;1;1;1;1;3;0;98;1;8;2829;2829;2002;2002;;827;2000;2000;;0;0;0;0;98;0
6153;1;1;39,97;39,97;30,45;2;4;3;2;0;2;3;4;0;2;20;2;1;1;1;27;0;974;1;60;194776;194776;;26808;26808;167968;45000;;45000;0;0;;0;1322;0
6154;2;5;17,97;;17,97;1;3;5;0;0;3;5;3;0;0;12;10;1;4;7;15;0;227;1;8;3161;3161;;;;3161;;;;0;0;;;443;0
6155;3;1;48,1;20,42;48,1;2;3;1;1;0;2;1;3;1;0;2;1;0;0;0;5;0;992;1;9;13796;13796;0;0;;13796;3000;3000;;0;0;0;0;1092;0
6156;1;;39,45;39,45;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;-1;-1;1;;;;;;;;3000;3000;;;;;;0;0
6157;1;;156,9;156,9;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;2;;;;;;;;10000;;10000;;;;;0;0
6158;1;1;52,71;;52,71;2;2;2;0;0;2;2;1;0;0;2;1;0;0;0;4;0;256;1;27;38343;5908;;;;38343;;;;0;0;;;473;0
6159;1;;138,45;138,45;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;300;;300;0;0;;0;0;0
6160;1;1;7,68;;7,68;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;1;0;1004;1;16;16446;16446;;;;16446;;;;0;0;;;1004;0
6161;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
6162;1;1;33,29;33,29;;1;1;0;1;0;0;0;1;1;0;0;2;1;1;1;1;0;-1;1;;2911;2911;2911;2911;;;3000;3000;;0;0;0;0;0;0
6163;2;6;2,52;;2,52;2;2;2;0;0;2;2;2;0;0;0;10;8;10;10;2;0;63;1;10;4564;4564;;;;4564;;;;0;0;;;63;0
6164;1;2;7,58;;7,58;1;1;1;0;0;1;1;0;0;0;1;3;0;0;1;2;0;1503;2;117;175918;;;;;175918;;;;0;;;;1503;0
6165;2;;133,97;133,97;19,74;2;2;0;1;0;1;0;1;0;1;0;;;;;2;0;1148,4957;2;1439;165152,4161;0;;0;0;165152,4161;300;;300;0;0;;0;1148,4957;0
6166;2;;120,84;120,84;;1;2;0;2;0;0;0;2;0;2;0;;;;;2;0;-1;2;;0;0;;0;0;;10300;;10300;0;0;;0;0;0
6167;1;2;23,16;;23,16;1;3;0;0;0;3;0;3;0;0;1;2;1;1;1;4;-1;348;1;;;;;;;;;;;;;;;466;0
6168;1;;54,29;54,29;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;1;1;1;1;;;1500;1500;;0;0;0;0;0;0
6169;1;2;21,58;21,58;;1;1;0;1;0;0;0;1;1;0;0;3;0;2;3;1;0;-1;1;;1984;1984;1984;1984;;;5000;5000;;0;0;0;0;0;0
6170;4;2;37,55;37,55;17,84;3;6;2;2;0;4;2;6;1;1;0;2;2;2;2;6;0;66;2;13;15789;15789;530;12203;11673;3586;14000;2000;12000;0;0;0;0;191;0
6171;1;1;6,16;6,16;;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;-1;1;;2583;2583;2583;2583;;;3300;3300;;0;0;0;0;0;0
6172;1;;110,45;110,45;;2;2;0;2;0;0;0;2;1;1;2;;;;;4;0;-1;1;;2968;2968;1019;2968;1949;;4300;1300;3000;0;0;0;0;0;0
6173;1;;11,87;;11,87;1;1;1;0;0;1;1;1;0;0;1;;;;;2;1;162;1;12;1915;1915;;;;1915;;;;1;1;;;162;0
6174;1;1;12,97;12,97;3,9;3;3;2;2;0;1;2;3;1;1;2;2;0;1;2;5;0;363;2;51;20683;20683;766;2212;1446;18471;4000;2000;2000;0;0;0;0;363;0
6175;1;;19,29;;19,29;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;1004;2;6;5835;5835;;;;5835;;;;0;0;;;1004;0
6176;1;;44,16;;44,16;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;702;2;16;11234;11234;;;;11234;;;;0;0;;;702;0
6177;2;1;26,45;26,45;14,1;3;3;1;1;0;2;1;3;1;0;0;1;0;0;1;3;0;677;1;5;4568;4568;0;0;;4568;5000;5000;;0;0;0;0;838;0
6178;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
6179;1;;27,45;;27,45;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;648,5995;4;2745;177868,1302;;;;;177868,1302;;;;0;;;;648,5995;0
6180;1;1;173,68;173,68;;1;1;0;1;0;0;0;1;0;1;2;1;1;1;1;3;0;-1;1;;0;0;;0;0;;300;;300;0;0;;0;0;0
6181;1;;80,16;80,16;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;300;;300;0;0;;0;0;0
6182;1;;15,26;15,26;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;3;3;3;3;;;3000;3000;;0;0;0;0;0;0
6183;1;;21,94;21,94;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;2095;2095;2095;2095;;;4500;4500;;0;0;0;0;0;0
6184;3;;17,48;17,48;12,94;3;4;1;1;0;3;1;4;1;0;1;;;;;5;0;230;1;5;5752;5752;39;39;;5713;500;500;;0;0;0;0;480;0
6185;1;;13;;13;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;1691;2;175;296162;;;;;296162;;;;0;;;;1691;0
6186;3;;40,13;28,16;40,13;2;4;0;1;0;3;0;4;1;0;3;;;;;7;0;99;1;6;1121;1121;0;0;;1121;8400;8400;;0;0;0;0;258;0
6187;4;3;42,13;42,13;38;5;6;3;2;0;4;3;5;1;1;0;3;2;3;3;8;0;543;2;11;92199;38968;1629;16795;15166;75404;18500;2000;16500;0;0;0;0;1335;0
6188;1;;102,55;102,55;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;0;-1;2;;0;0;;0;0;;10000;;10000;0;0;;0;0;0
6189;2;2;27,06;;27,06;1;3;1;0;0;3;1;3;0;0;3;2;1;1;2;6;0;152;1;9;5361;5361;;;;5361;;;;0;0;;;319;0
6190;3;;85;85;9,06;3;3;2;1;0;2;2;2;0;1;0;;;;;3;0;1649;4;33;318907;18644;;0;0;318907;1500;;1500;0;0;;0;2219;0
6191;1;;114,97;114,97;21,9;3;3;0;2;0;1;0;3;1;1;1;;;;;4;0;920;2;26;24093;24093;0;0;0;24093;12000;2000;10000;0;0;0;0;920;0
6192;2;1;125,35;125,35;3,26;2;2;1;1;0;1;1;2;0;1;1;1;0;1;1;3;0;191;1;7;1343;1343;;;;1343;2000;;2000;0;0;;;191;0
6193;0;;;;;0;0;0;0;0;0;0;0;0;0;2;;;;;2;-1;-1;-1;;;;;;;;;;;;;;;0;0
6194;3;2;29,26;26,23;29,26;3;6;2;1;0;5;2;6;1;0;10;3;1;2;2;16;38;603;1;0;11945;11945;0;0;;11945;500;500;;38;38;0;0;1659;0
6195;2;2;35,52;35,52;7,65;2;3;2;2;1;1;1;3;2;0;0;2;0;0;2;3;0;355;1;50;17972;17972;266;266;;17706;4200;4200;;0;0;0;0;355;0
6196;2;1;129,06;129,06;41,45;2;3;0;1;0;2;0;3;0;1;4;1;0;0;0;7;0;304;2;8;10643;10643;;3473;3473;7170;4500;;4500;0;0;;0;470;0
6197;0;;;;;0;0;0;0;0;0;0;0;0;0;2;;;;;3;-1;-1;-1;;;;;;;;;;;;;;;0;0
6198;1;;46,94;46,94;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;2;;;;;;;;5000;;5000;;;;;0;0
6199;2;3;64,87;64,87;13,23;3;3;1;2;1;1;0;2;1;1;17;4;2;2;2;20;0;919;1;82;80386;4891;312;4891;4579;75495;6000;1000;5000;0;0;0;0;919;0
6200;2;2;92,45;92,45;7,39;4;4;3;2;1;2;2;3;0;2;2;3;0;0;1;6;0;787;2;130;212202;12202;;0;0;212202;600;;600;0;0;;0;881;0
6201;1;;146,29;146,29;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;0;-1;2;;5625;5625;1903;5625;3722;;7000;2000;5000;0;0;0;0;0;0
6202;1;4;6,65;;6,65;1;1;1;0;0;1;1;0;0;0;0;4;0;0;4;1;0;1296;2;311;403407;;;;;403407;;;;0;;;;1296;0
6203;6;6;77,77;77,77;19,19;4;9;2;5;0;4;2;9;4;1;10;13;4;6;8;19;0;1118;2;9;143370;143370;26603;39239;12636;104131;39000;26000;13000;0;0;0;0;2462;0
6204;0;;;;;0;0;0;0;0;0;0;0;0;0;2;;;;;2;-1;-1;-1;;;;;;;;;;;;;;;0;0
6205;1;;134,19;134,19;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;300;;300;0;0;;0;0;0
6206;1;;115,03;115,03;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;300;;300;0;0;;0;0;0
6207;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
6208;1;1;9,52;9,52;8,32;2;2;2;1;1;1;1;2;1;0;4;1;0;0;0;6;0;467;1;24;15174;15174;3970;3970;;11204;13900;13900;;0;0;0;0;467;0
6209;3;1;76,81;76,81;17,9;3;4;1;2;0;2;1;4;1;1;1;1;0;0;0;5;0;375;2;25;19988;19988;0;0;0;19988;9000;5000;4000;0;0;0;0;701;0
6210;1;1;19,74;;19,74;1;2;1;0;0;2;1;2;0;0;1;1;0;0;1;3;0;350;1;12;8593;8593;;;;8593;;;;0;0;;;610;0
6211;1;1;63,16;63,16;30,9;2;2;0;1;0;1;0;2;0;1;2;1;0;0;1;4;0;462;2;32;18609;18609;;3610;3610;14999;5000;;5000;0;0;;0;462;0
6212;2;2;11,61;;11,61;2;2;2;0;0;2;2;2;0;0;2;2;0;2;2;4;0;152;1;6;2201;2201;;;;2201;;;;0;0;;;257;0
6213;1;;56,9;;56,9;1;1;0;0;0;1;0;1;0;0;0;;;;;1;3413;166;1;21;3413;3413;;;;3413;;;;3413;3413;;;166;0
6214;1;1;21,65;21,65;;1;1;0;1;0;0;0;1;0;1;2;1;0;0;0;3;0;-1;2;;1721;1721;;1721;1721;;1700;;1700;0;0;;0;0;0
6215;2;1;135,58;135,58;25,87;3;3;0;2;0;1;0;3;1;1;1;1;1;1;1;4;0;641;2;29;24028;24028;0;5743;5743;18285;11500;5500;6000;0;0;0;0;641;0
6216;3;3;34,74;29,45;34,74;3;5;1;1;0;4;1;5;1;0;1;3;0;3;3;6;0;289;1;8;25164;25164;1367;1367;;23797;1400;1400;;0;0;0;0;953;0
6217;3;;89,32;42,58;89,32;3;5;1;1;0;4;1;3;1;0;0;;;;;6;660;6593,5676;2;34;1966452,612;161291;3669;3669;;1962783,612;5400;5400;;660;0;0;0;11282,5676;0
6218;2;1;75,35;75,35;;2;2;1;2;1;0;0;2;1;1;0;1;1;1;1;2;0;-1;1;;7270;7270;451;7270;6819;;12800;2800;10000;0;0;0;0;0;0
6219;1;;66,74;66,74;;1;1;0;1;0;0;0;1;1;0;1;;;;;2;0;-1;1;;0;0;0;0;;;2000;2000;;0;0;0;0;0;0
6220;0;;;;;0;0;1;0;0;0;1;0;0;0;2;;;;;2;-1;-1;-1;;;;;;;;;;;;;;;0;0
6221;1;1;9,74;;9,74;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;1;0;42811;1;1;42811;42811;;;;42811;;;;0;0;;;42811;0
6222;4;3;85,61;85,61;18,19;3;4;3;1;0;3;3;3;0;1;2;4;3;4;4;6;229;986;2;9;151787;3559;;193;193;151594;300;;300;380;380;;0;1344;0
6223;1;;151,32;151,32;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;11252;11252;;11252;11252;;15000;;15000;0;0;;0;0;0
6224;2;;100,29;100,29;36,32;3;3;0;2;0;1;0;2;1;1;0;;;;;3;0;2003;2;62;124405;;;;;124405;11500;1500;10000;0;;;;2003;0
6225;3;2;40,87;40,87;4,68;3;5;2;4;1;1;1;5;3;1;7;2;0;1;1;12;0;758;1;45;98578;98578;3668;64741;61073;33837;73400;12000;61400;0;0;0;0;758;0
6226;4;2;48,74;;48,74;2;6;2;0;0;6;2;6;0;0;1;2;1;2;2;7;1;173;1;1;9625;9625;;;;9625;;;;1;1;;;494;0
6227;1;;50,61;50,61;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;2000;2000;;0;0;0;0;0;0
6228;2;1;45,29;28,13;45,29;3;4;1;1;0;3;1;2;0;1;0;1;1;1;1;4;92;543;2;2;189586;11176;;10993;10993;178593;11000;;11000;92;92;;0;1065;0
6229;1;;15,94;15,94;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;-1;-1;1;;;;;;;;1000;1000;;;;;;0;0
6230;1;1;4,39;4,39;;1;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;0;-1;1;;512;512;512;512;;;1000;1000;;0;0;0;0;0;0
6231;1;1;29,03;29,03;9,19;2;2;1;1;0;1;1;1;1;0;3;1;0;0;0;5;0;964;2;189;183875;2006;2006;2006;;181869;3000;3000;;0;0;0;0;964;0
6232;1;1;38,94;38,94;;1;1;0;1;0;0;0;1;1;0;1;1;0;0;1;2;0;-1;1;;0;0;0;0;;;2000;2000;;0;0;0;0;0;0
6233;2;1;57,9;57,9;47,52;3;4;1;2;0;2;1;4;1;1;3;1;1;1;1;7;542;330;2;2;7969;7969;;1726;1726;6243;2700;1000;1700;542;542;;0;430;0
6234;1;1;64,87;64,87;10,42;3;3;2;2;1;1;1;3;1;1;0;1;0;0;0;3;0;283;2;3;1027;1027;194;194;0;833;2500;500;2000;0;0;0;0;283;0
6235;1;;239,97;239,97;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;1000;;1000;0;0;;0;0;0
6236;3;;48,35;;48,35;2;4;0;0;0;4;0;4;0;0;0;;;;;4;452;208;1;2;5512;5512;;;;5512;;;;745;745;;;549;0
6237;2;3;104,45;104,45;1,61;3;3;2;2;1;1;1;2;0;2;0;3;3;3;3;3;0;219;2;285;64298;1788;;1788;1788;62510;2700;;2700;0;0;;0;219;0
6238;1;;103,13;103,13;;1;1;0;1;0;0;0;1;1;0;1;;;;;3;0;-1;1;;0;0;0;0;;;9500;9500;;0;0;0;0;0;0
6239;1;1;0,97;;0,97;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;2;0;559;1;10;5496;5496;;;;5496;;;;0;0;;;559;0
6240;1;1;29,74;;29,74;1;1;0;0;0;1;0;0;0;0;0;2;0;0;2;1;0;3394,8647;1;792;268608,7822;;;;;268608,7822;;;;0;;;;3394,8647;0
6241;3;1;91,74;91,74;7,19;4;4;2;3;1;1;1;4;1;2;0;1;0;0;1;4;0;4123;2;46;187824;187824;0;0;0;187824;7300;5000;2300;0;0;0;0;4123;0
6242;2;1;103,68;103,68;;2;2;0;2;0;0;0;2;1;1;0;1;0;1;1;2;0;-1;1;;995;995;0;995;995;;3400;2400;1000;0;0;0;0;0;0
6243;1;;22,71;;22,71;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;107;1;2;181;181;;;;181;;;;0;0;;;107;0
6244;1;;157,77;157,77;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;300;;300;0;0;;0;0;0
6245;1;;46,39;46,39;18,39;2;3;1;2;1;1;0;3;0;2;1;;;;;4;0;110;1;6;4967;4967;;4340;4340;627;4300;;4300;0;0;;0;110;0
6246;2;;118,71;118,71;;1;2;0;2;0;0;0;2;2;0;0;;;;;2;0;-1;1;;459;459;459;459;;;6000;6000;;0;0;0;0;0;0
6247;1;;32,1;32,1;;1;1;0;1;0;0;0;1;1;0;2;;;;;3;0;-1;1;;200;200;200;200;;;3000;3000;;0;0;0;0;0;0
6248;1;;46,81;46,81;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;2000;;2000;0;0;;0;0;0
6249;1;1;59,23;59,23;12,45;2;2;0;1;0;1;0;1;0;1;2;1;0;0;1;4;0;0;2;;148119;0;;0;0;148119;300;;300;0;0;;0;0;0
6250;4;4;21,84;21,84;21,84;3;6;3;3;1;3;2;6;2;1;2;5;0;0;3;8;1;774;1;5;48092;48092;6228;9901;3673;38191;10700;7000;3700;1;1;0;0;1056;0
6251;1;1;67,32;67,32;;1;1;0;1;0;0;0;1;0;1;2;2;1;1;2;3;0;-1;1;;0;0;;0;0;;300;;300;0;0;;0;0;0
6252;2;1;101,23;101,23;;1;2;1;2;1;0;0;2;0;2;0;1;1;1;1;2;20;-1;2;;5303;5303;;5303;5303;;5500;;5500;20;20;;20;0;0
6253;2;;55,61;55,61;44;3;3;0;2;0;1;0;3;1;1;0;;;;;3;0;175;2;37;16162;16162;60;9744;9684;6418;13900;3900;10000;0;0;0;0;175;0
6254;1;;66,77;66,77;;2;2;0;2;0;0;0;2;1;1;2;;;;;4;-1;-1;1;;;;;;;;5100;2600;2500;;;;;0;0
6255;1;1;148,77;148,77;;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;2;296;-1;1;;296;296;;296;296;;296;;296;296;296;;296;0;0
6256;3;2;76,61;54,77;76,61;3;3;1;1;0;2;1;2;1;0;0;3;0;0;3;3;0;90;1;5;17097;444;;;;17097;133;133;;0;0;;;90;0
6257;2;2;1,45;1,42;1,45;2;3;3;1;1;2;2;3;1;0;0;2;2;2;2;3;0;183;1;32;11122;11122;0;0;;11122;800;800;;0;0;0;0;338;0
6258;3;2;86,65;25,45;86,65;2;3;2;1;0;2;2;3;1;0;2;2;0;0;2;5;0;84;1;0;988;988;129;129;;859;500;500;;0;0;0;0;154;0
6259;2;;139,32;115,77;139,32;2;2;0;1;0;1;0;2;0;1;0;;;;;2;0;68;1;1;37;37;;0;0;37;7000;;7000;0;0;;0;68;0
6260;1;;16;16;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;1000;;1000;0;0;;0;0;0
6261;2;1;11,81;;11,81;1;2;2;0;0;2;2;2;0;0;0;1;1;1;1;2;0;270;1;1;2866;2866;;;;2866;;;;0;0;;;524;0
6262;5;1;69;69;24,26;3;5;1;2;0;3;1;5;1;1;4;1;0;0;1;9;0;442;2;11;11767;11767;2050;2050;0;9717;6800;6300;500;0;0;0;0;750;0
6263;1;;25,55;25,55;;1;1;0;1;0;0;0;1;0;1;3;;;;;4;0;-1;2;;1976;1976;;1976;1976;;2000;;2000;0;0;;0;0;0
6264;2;1;124,9;124,9;6,06;2;2;1;1;0;1;1;2;0;1;1;1;0;0;1;3;0;259;2;6;4137;4137;;2611;2611;1526;3000;;3000;0;0;;0;259;0
6265;0;1;;;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
6266;4;;152,68;152,68;33,13;3;6;0;4;0;2;0;6;3;1;1;;;;;7;0;1129;1;8;28324;28324;5846;5846;0;22478;40700;37700;3000;0;0;0;0;1817;0
